id,title,description,price,image_url,category,vibe_tags,rating,reviews_count,corpus,enhanced_corpus
50,Leather Crossbody Bag - Tan,Simple tan leather crossbody bag with adjustable strap,3299,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?q=80&w=600,bags,"minimalist, tan leather, crossbody, simple, adjustable strap, clean",4.6,234,"Leather Crossbody Bag - Tan Simple tan leather crossbody bag with adjustable strap bags minimalist, tan leather, crossbody, simple, adjustable strap, clean","leather crossbody bag - tan simple tan leather crossbody bag with adjustable strap minimalist, tan leather, crossbody, simple, adjustable strap, clean category: bags premium luxury"
51,Pink Satin Bow Top,Romantic pink satin blouse with oversized bow detail at neck,2899,https://images.unsplash.com/photo-1581044777550-4cfa60707c03?q=80&w=600,blouses,"coquette, pink satin, bow, romantic, oversized bow, feminine, sweet",4.5,298,"Pink Satin Bow Top Romantic pink satin blouse with oversized bow detail at neck blouses coquette, pink satin, bow, romantic, oversized bow, feminine, sweet","pink satin bow top romantic pink satin blouse with oversized bow detail at neck coquette, pink satin, bow, romantic, oversized bow, feminine, sweet category: blouses mid-range"
52,White Ruffle Mini Skirt,Tiered white cotton mini skirt with delicate ruffle layers,2199,https://images.unsplash.com/photo-1583496661160-fb5886a13c4e?q=80&w=600,skirts,"coquette, white, ruffle, mini skirt, tiered, cotton, delicate, sweet",4.6,234,"White Ruffle Mini Skirt Tiered white cotton mini skirt with delicate ruffle layers skirts coquette, white, ruffle, mini skirt, tiered, cotton, delicate, sweet","white ruffle mini skirt tiered white cotton mini skirt with delicate ruffle layers coquette, white, ruffle, mini skirt, tiered, cotton, delicate, sweet category: skirts mid-range"
53,Pearl Hair Clips Set,Set of 5 pearl-adorned hair clips in gold setting,899,https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?q=80&w=600,accessories,"coquette, pearl hair clips, gold, set, delicate, feminine, romantic",4.4,167,"Pearl Hair Clips Set Set of 5 pearl-adorned hair clips in gold setting accessories coquette, pearl hair clips, gold, set, delicate, feminine, romantic","pearl hair clips set set of 5 pearl-adorned hair clips in gold setting coquette, pearl hair clips, gold, set, delicate, feminine, romantic category: accessories affordable budget-friendly"
54,Lace Trim Camisole - Blush,Silk camisole in blush pink with intricate lace trim details,2799,https://images.unsplash.com/photo-1564257577817-30d6a7c82633?q=80&w=600,tops,"coquette, lace trim, blush pink, silk, intricate, delicate, romantic",4.7,189,"Lace Trim Camisole - Blush Silk camisole in blush pink with intricate lace trim details tops coquette, lace trim, blush pink, silk, intricate, delicate, romantic","lace trim camisole - blush silk camisole in blush pink with intricate lace trim details coquette, lace trim, blush pink, silk, intricate, delicate, romantic category: tops mid-range"
55,Mary Jane Shoes - Patent Leather,Black patent leather Mary Jane shoes with chunky heel,4299,https://images.unsplash.com/photo-1549298916-b41d501d3772?q=80&w=600,shoes,"coquette, mary jane, patent leather, black, chunky heel, vintage, sweet",4.8,256,"Mary Jane Shoes - Patent Leather Black patent leather Mary Jane shoes with chunky heel shoes coquette, mary jane, patent leather, black, chunky heel, vintage, sweet","mary jane shoes - patent leather black patent leather mary jane shoes with chunky heel coquette, mary jane, patent leather, black, chunky heel, vintage, sweet category: shoes premium luxury"
56,Ribbon Belt - Velvet Pink,Soft velvet ribbon belt in dusty pink with bow closure,1299,https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?q=80&w=600,accessories,"coquette, ribbon belt, velvet, dusty pink, bow closure, soft, feminine",4.3,134,"Ribbon Belt - Velvet Pink Soft velvet ribbon belt in dusty pink with bow closure accessories coquette, ribbon belt, velvet, dusty pink, bow closure, soft, feminine","ribbon belt - velvet pink soft velvet ribbon belt in dusty pink with bow closure coquette, ribbon belt, velvet, dusty pink, bow closure, soft, feminine category: accessories mid-range"
57,Pleated Tennis Skirt - White,Classic white pleated tennis skirt with built-in shorts,2599,https://images.unsplash.com/photo-1583496661160-fb5886a13c4e?q=80&w=600,skirts,"coquette, tennis skirt, white, pleated, built-in shorts, classic, sporty",4.5,345,"Pleated Tennis Skirt - White Classic white pleated tennis skirt with built-in shorts skirts coquette, tennis skirt, white, pleated, built-in shorts, classic, sporty","pleated tennis skirt - white classic white pleated tennis skirt with built-in shorts coquette, tennis skirt, white, pleated, built-in shorts, classic, sporty category: skirts mid-range"
58,Cardigan with Heart Buttons,Cream cardigan featuring mother-of-pearl heart-shaped buttons,3599,https://images.unsplash.com/photo-1571945153237-4929e783af4a?q=80&w=600,knitwear,"coquette, cardigan, cream, heart buttons, mother-of-pearl, sweet, romantic",4.6,223,"Cardigan with Heart Buttons Cream cardigan featuring mother-of-pearl heart-shaped buttons knitwear coquette, cardigan, cream, heart buttons, mother-of-pearl, sweet, romantic","cardigan with heart buttons cream cardigan featuring mother-of-pearl heart-shaped buttons coquette, cardigan, cream, heart buttons, mother-of-pearl, sweet, romantic category: knitwear premium luxury"
59,Satin Hair Scrunchie Set,"Set of 3 silk satin scrunchies in pink, cream, and lavender",699,https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?q=80&w=600,accessories,"coquette, satin scrunchies, silk, pink cream lavender, set, soft, romantic",4.2,298,"Satin Hair Scrunchie Set Set of 3 silk satin scrunchies in pink, cream, and lavender accessories coquette, satin scrunchies, silk, pink cream lavender, set, soft, romantic","satin hair scrunchie set set of 3 silk satin scrunchies in pink, cream, and lavender coquette, satin scrunchies, silk, pink cream lavender, set, soft, romantic category: accessories affordable budget-friendly"
60,Lace-Up Corset Top,White cotton corset top with ribbon lace-up front detail,2999,https://images.unsplash.com/photo-1564257577817-30d6a7c82633?q=80&w=600,tops,"coquette, corset top, white cotton, lace-up, ribbon, romantic, vintage",4.4,189,"Lace-Up Corset Top White cotton corset top with ribbon lace-up front detail tops coquette, corset top, white cotton, lace-up, ribbon, romantic, vintage","lace-up corset top white cotton corset top with ribbon lace-up front detail coquette, corset top, white cotton, lace-up, ribbon, romantic, vintage category: tops mid-range"
61,Cropped Fuzzy Sweater - Lavender,Ultra-soft cropped sweater in lavender with fuzzy texture,2799,https://images.unsplash.com/photo-1576566588028-4147f3842f27?q=80&w=600,knitwear,"soft girl, fuzzy, lavender, cropped, soft, pastel, cozy, kawaii",4.5,267,"Cropped Fuzzy Sweater - Lavender Ultra-soft cropped sweater in lavender with fuzzy texture knitwear soft girl, fuzzy, lavender, cropped, soft, pastel, cozy, kawaii","cropped fuzzy sweater - lavender ultra-soft cropped sweater in lavender with fuzzy texture soft girl, fuzzy, lavender, cropped, soft, pastel, cozy, kawaii category: knitwear mid-range"
62,Heart-Shaped Sunglasses - Pink,Retro heart-shaped sunglasses with pink-tinted lenses,1299,https://images.unsplash.com/photo-1511499767150-a48a237f0083?q=80&w=600,accessories,"soft girl, heart sunglasses, pink, retro, kawaii, cute, pastel",4.3,234,"Heart-Shaped Sunglasses - Pink Retro heart-shaped sunglasses with pink-tinted lenses accessories soft girl, heart sunglasses, pink, retro, kawaii, cute, pastel","heart-shaped sunglasses - pink retro heart-shaped sunglasses with pink-tinted lenses soft girl, heart sunglasses, pink, retro, kawaii, cute, pastel category: accessories mid-range"
63,Oversized Teddy Coat - Cream,Plush oversized coat in cream with teddy bear texture,6299,https://images.unsplash.com/photo-1578662996442-48f60103fc96?q=80&w=600,coats,"soft girl, teddy coat, cream, oversized, plush, cozy, kawaii",4.7,178,"Oversized Teddy Coat - Cream Plush oversized coat in cream with teddy bear texture coats soft girl, teddy coat, cream, oversized, plush, cozy, kawaii","oversized teddy coat - cream plush oversized coat in cream with teddy bear texture soft girl, teddy coat, cream, oversized, plush, cozy, kawaii category: coats premium luxury"
64,Pastel Tie-Dye Hoodie,Soft pastel tie-dye hoodie in pink and blue gradients,3599,https://images.unsplash.com/photo-1556821840-3a63f95609a7?q=80&w=600,hoodies,"soft girl, tie-dye, pastel, pink blue, hoodie, soft, kawaii",4.4,345,"Pastel Tie-Dye Hoodie Soft pastel tie-dye hoodie in pink and blue gradients hoodies soft girl, tie-dye, pastel, pink blue, hoodie, soft, kawaii","pastel tie-dye hoodie soft pastel tie-dye hoodie in pink and blue gradients soft girl, tie-dye, pastel, pink blue, hoodie, soft, kawaii category: hoodies premium luxury"
65,Platform Mary Janes - Baby Pink,Chunky platform Mary Jane shoes in baby pink patent leather,4799,https://images.unsplash.com/photo-1549298916-b41d501d3772?q=80&w=600,shoes,"soft girl, platform mary janes, baby pink, patent, chunky, kawaii",4.6,198,"Platform Mary Janes - Baby Pink Chunky platform Mary Jane shoes in baby pink patent leather shoes soft girl, platform mary janes, baby pink, patent, chunky, kawaii","platform mary janes - baby pink chunky platform mary jane shoes in baby pink patent leather soft girl, platform mary janes, baby pink, patent, chunky, kawaii category: shoes premium luxury"
66,Cloud Hair Clips Set,Set of 6 puffy cloud-shaped hair clips in pastel colors,799,https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?q=80&w=600,accessories,"soft girl, cloud clips, pastel, puffy, kawaii, cute, hair accessories",4.2,289,"Cloud Hair Clips Set Set of 6 puffy cloud-shaped hair clips in pastel colors accessories soft girl, cloud clips, pastel, puffy, kawaii, cute, hair accessories","cloud hair clips set set of 6 puffy cloud-shaped hair clips in pastel colors soft girl, cloud clips, pastel, puffy, kawaii, cute, hair accessories category: accessories affordable budget-friendly"
67,Kawaii Character Backpack,Mini backpack featuring cute anime-style character in pink,2999,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?q=80&w=600,bags,"soft girl, kawaii, character, anime, pink, mini backpack, cute",4.5,167,"Kawaii Character Backpack Mini backpack featuring cute anime-style character in pink bags soft girl, kawaii, character, anime, pink, mini backpack, cute","kawaii character backpack mini backpack featuring cute anime-style character in pink soft girl, kawaii, character, anime, pink, mini backpack, cute category: bags mid-range"
68,Sheer Glitter Top - Pink,Sparkly sheer mesh top with holographic glitter details,2199,https://images.unsplash.com/photo-1564257577817-30d6a7c82633?q=80&w=600,tops,"soft girl, glitter, sheer, pink, sparkly, holographic, kawaii",4.1,145,"Sheer Glitter Top - Pink Sparkly sheer mesh top with holographic glitter details tops soft girl, glitter, sheer, pink, sparkly, holographic, kawaii","sheer glitter top - pink sparkly sheer mesh top with holographic glitter details soft girl, glitter, sheer, pink, sparkly, holographic, kawaii category: tops mid-range"
69,Plaid Mini Skirt - Pastel,A-line mini skirt in soft pastel pink and lavender plaid,2599,https://images.unsplash.com/photo-1583496661160-fb5886a13c4e?q=80&w=600,skirts,"soft girl, plaid, mini skirt, pastel pink, lavender, a-line, kawaii",4.4,223,"Plaid Mini Skirt - Pastel A-line mini skirt in soft pastel pink and lavender plaid skirts soft girl, plaid, mini skirt, pastel pink, lavender, a-line, kawaii","plaid mini skirt - pastel a-line mini skirt in soft pastel pink and lavender plaid soft girl, plaid, mini skirt, pastel pink, lavender, a-line, kawaii category: skirts mid-range"
70,Puffy Sleeve Crop Top,White crop top with exaggerated puffy sleeves and bow details,2399,https://images.unsplash.com/photo-1581044777550-4cfa60707c03?q=80&w=600,tops,"soft girl, puffy sleeves, crop top, white, bow details, kawaii",4.3,256,"Puffy Sleeve Crop Top White crop top with exaggerated puffy sleeves and bow details tops soft girl, puffy sleeves, crop top, white, bow details, kawaii","puffy sleeve crop top white crop top with exaggerated puffy sleeves and bow details soft girl, puffy sleeves, crop top, white, bow details, kawaii category: tops mid-range"
71,Royal Blue Anarkali Suit,Embroidered anarkali suit in royal blue with gold thread work and matching dupatta,8999,https://images.unsplash.com/photo-1596755094514-f87e34085b2c?q=80&w=600,suits,"desi, anarkali, royal blue, embroidered, gold thread, festive, traditional",4.8,150,"Royal Blue Anarkali Suit Embroidered anarkali suit in royal blue with gold thread work and matching dupatta suits desi, anarkali, royal blue, embroidered, gold thread, festive, traditional","royal blue anarkali suit embroidered anarkali suit in royal blue with gold thread work and matching dupatta desi, anarkali, royal blue, embroidered, gold thread, festive, traditional category: suits premium luxury"
72,Gold Plated Jhumka Earrings,Intricate gold plated jhumka earrings with pearl drops,1599,https://images.unsplash.com/photo-1511499767150-a48a237f0083?q=80&w=600,jhumkas,"desi, jhumka, gold plated, pearl drops, ethnic, traditional, indian accessories",4.9,250,"Gold Plated Jhumka Earrings Intricate gold plated jhumka earrings with pearl drops jhumkas desi, jhumka, gold plated, pearl drops, ethnic, traditional, indian accessories","gold plated jhumka earrings intricate gold plated jhumka earrings with pearl drops desi, jhumka, gold plated, pearl drops, ethnic, traditional, indian accessories category: jhumkas mid-range"
73,Banarasi Silk Saree - Red,"Classic red Banarasi silk saree with intricate golden zari work, ideal for weddings",12999,https://images.unsplash.com/photo-1598288118001-c5804791d08e?q=80&w=600,sarees,"desi, banarasi, silk, red saree, golden zari, wedding, festive",4.7,110,"Banarasi Silk Saree - Red Classic red Banarasi silk saree with intricate golden zari work, ideal for weddings sarees desi, banarasi, silk, red saree, golden zari, wedding, festive","banarasi silk saree - red classic red banarasi silk saree with intricate golden zari work, ideal for weddings desi, banarasi, silk, red saree, golden zari, wedding, festive category: sarees premium luxury"
74,Set of Lac Bangles,Set of 12 colorful lac bangles with embedded mirror work,999,https://images.unsplash.com/photo-1541427142436-b519c1e7a0f7?q=80&w=600,bangles,"desi, lac bangles, colorful, mirror work, traditional, indian accessories",4.5,180,"Set of Lac Bangles Set of 12 colorful lac bangles with embedded mirror work bangles desi, lac bangles, colorful, mirror work, traditional, indian accessories","set of lac bangles set of 12 colorful lac bangles with embedded mirror work desi, lac bangles, colorful, mirror work, traditional, indian accessories category: bangles affordable budget-friendly"
75,Embellished Clutch Bag,Velvet clutch bag with heavy pearl and bead embellishments,2499,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?q=80&w=600,bags,"desi, clutch bag, embellished, velvet, pearls, traditional, festive",4.6,95,"Embellished Clutch Bag Velvet clutch bag with heavy pearl and bead embellishments bags desi, clutch bag, embellished, velvet, pearls, traditional, festive","embellished clutch bag velvet clutch bag with heavy pearl and bead embellishments desi, clutch bag, embellished, velvet, pearls, traditional, festive category: bags mid-range"
76,Black Tapered Trousers,High-waisted black tapered trousers in a professional suiting fabric,3899,https://images.unsplash.com/photo-1594633312681-ca4c3e4e6a2f?q=80&w=600,trousers,"office siren, formal, tailored, black trousers, professional, sleek, workwear",4.7,210,"Black Tapered Trousers High-waisted black tapered trousers in a professional suiting fabric trousers office siren, formal, tailored, black trousers, professional, sleek, workwear","black tapered trousers high-waisted black tapered trousers in a professional suiting fabric office siren, formal, tailored, black trousers, professional, sleek, workwear category: trousers premium luxury"
77,Fitted White Shirt,Classic fitted white shirt with a crisp collar and single cuff,2999,https://images.unsplash.com/photo-1596755094514-f87e34085b2c?q=80&w=600,shirts,"office siren, formal, white shirt, fitted, classic, professional, workwear",4.8,320,"Fitted White Shirt Classic fitted white shirt with a crisp collar and single cuff shirts office siren, formal, white shirt, fitted, classic, professional, workwear","fitted white shirt classic fitted white shirt with a crisp collar and single cuff office siren, formal, white shirt, fitted, classic, professional, workwear category: shirts mid-range"
78,Leather Tote Bag - Black,"Structured black leather tote bag with subtle branding, fits a laptop",7999,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?q=80&w=600,bags,"office siren, tote bag, black leather, structured, professional, workwear",4.9,145,"Leather Tote Bag - Black Structured black leather tote bag with subtle branding, fits a laptop bags office siren, tote bag, black leather, structured, professional, workwear","leather tote bag - black structured black leather tote bag with subtle branding, fits a laptop office siren, tote bag, black leather, structured, professional, workwear category: bags premium luxury"
79,Silver-Tone Watch,Minimalist silver-tone watch with a stainless steel strap and white dial,5999,https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?q=80&w=600,watches,"office siren, watch, silver-tone, minimalist, professional, accessories",4.8,190,"Silver-Tone Watch Minimalist silver-tone watch with a stainless steel strap and white dial watches office siren, watch, silver-tone, minimalist, professional, accessories","silver-tone watch minimalist silver-tone watch with a stainless steel strap and white dial office siren, watch, silver-tone, minimalist, professional, accessories category: watches premium luxury"
80,Formal Pumps - Black,Pointed-toe black leather pumps with a low block heel,4599,https://images.unsplash.com/photo-1549298916-b41d501d3772?q=80&w=600,shoes,"office siren, formal shoes, black pumps, leather, pointed-toe, workwear",4.6,170,"Formal Pumps - Black Pointed-toe black leather pumps with a low block heel shoes office siren, formal shoes, black pumps, leather, pointed-toe, workwear","formal pumps - black pointed-toe black leather pumps with a low block heel office siren, formal shoes, black pumps, leather, pointed-toe, workwear category: shoes premium luxury"
81,Embroidered Kurta Set,"White cotton kurta with intricate blue embroidery, paired with churidar pants",3999,https://images.unsplash.com/photo-1617195415774-6725e2439a2f?q=80&w=600,kurta,"desi, embroidered, kurta, white, blue, ethnic, traditional",4.5,120,"Embroidered Kurta Set White cotton kurta with intricate blue embroidery, paired with churidar pants kurta desi, embroidered, kurta, white, blue, ethnic, traditional","embroidered kurta set white cotton kurta with intricate blue embroidery, paired with churidar pants desi, embroidered, kurta, white, blue, ethnic, traditional category: kurta premium luxury"
82,Tribal Silver Ring,Bohemian style silver ring with intricate tribal carvings and a turquoise stone,1899,https://images.unsplash.com/photo-1599394143225-298a2879659b?q=80&w=600,rings,"boho chic, tribal, silver, ring, turquoise, bohemian, ethnic",4.7,85,"Tribal Silver Ring Bohemian style silver ring with intricate tribal carvings and a turquoise stone rings boho chic, tribal, silver, ring, turquoise, bohemian, ethnic","tribal silver ring bohemian style silver ring with intricate tribal carvings and a turquoise stone boho chic, tribal, silver, ring, turquoise, bohemian, ethnic category: rings mid-range"
83,Strappy Leather Sandals,Tan leather sandals with multiple straps and a comfortable cork sole,2599,https://images.unsplash.com/photo-1593466103319-db2a49b6b907?q=80&w=600,sandals,"boho chic, leather, sandals, straps, comfortable, casual, bohemian",4.6,155,"Strappy Leather Sandals Tan leather sandals with multiple straps and a comfortable cork sole sandals boho chic, leather, sandals, straps, comfortable, casual, bohemian","strappy leather sandals tan leather sandals with multiple straps and a comfortable cork sole boho chic, leather, sandals, straps, comfortable, casual, bohemian category: sandals mid-range"
84,Oversized Hoodie - Gray,Charcoal gray oversized hoodie with drop shoulders and subtle logo branding,3899,https://images.unsplash.com/photo-1555529452-f47a61d62c58?q=80&w=600,hoodies,"streetwear, oversized, gray, hoodie, drop shoulders, casual",4.4,220,"Oversized Hoodie - Gray Charcoal gray oversized hoodie with drop shoulders and subtle logo branding hoodies streetwear, oversized, gray, hoodie, drop shoulders, casual","oversized hoodie - gray charcoal gray oversized hoodie with drop shoulders and subtle logo branding streetwear, oversized, gray, hoodie, drop shoulders, casual category: hoodies premium luxury"
85,Aviator Sunglasses,Classic aviator sunglasses with a thin metal frame and tinted lenses,2199,https://images.unsplash.com/photo-1511499767150-a48a237f0083?q=80&w=600,sunglasses,"streetwear, aviator, sunglasses, tinted, classic, cool",4.8,300,"Aviator Sunglasses Classic aviator sunglasses with a thin metal frame and tinted lenses sunglasses streetwear, aviator, sunglasses, tinted, classic, cool","aviator sunglasses classic aviator sunglasses with a thin metal frame and tinted lenses streetwear, aviator, sunglasses, tinted, classic, cool category: sunglasses mid-range"
86,Multilayered Chain Necklace,Set of three layered silver chain necklaces with various textures,1799,https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?q=80&w=600,necklaces,"streetwear, layered necklace, silver chain, minimalist, urban",4.6,110,"Multilayered Chain Necklace Set of three layered silver chain necklaces with various textures necklaces streetwear, layered necklace, silver chain, minimalist, urban","multilayered chain necklace set of three layered silver chain necklaces with various textures streetwear, layered necklace, silver chain, minimalist, urban category: necklaces mid-range"
87,Black Track Pants with Stripes,Relaxed fit black track pants with white side stripes and elastic cuff,2899,https://images.unsplash.com/photo-1549298916-b41d501d3772?q=80&w=600,pants,"streetwear, track pants, black, stripes, relaxed fit, urban",4.5,190,"Black Track Pants with Stripes Relaxed fit black track pants with white side stripes and elastic cuff pants streetwear, track pants, black, stripes, relaxed fit, urban","black track pants with stripes relaxed fit black track pants with white side stripes and elastic cuff streetwear, track pants, black, stripes, relaxed fit, urban category: pants mid-range"
88,Mandarin Collar Kurta - Green,"Light green kurta in a simple, elegant design with a mandarin collar",3299,https://images.unsplash.com/photo-1598288118001-c5804791d08e?q=80&w=600,kurta,"desi, kurta, mandarin collar, green, elegant, ethnic",4.4,90,"Mandarin Collar Kurta - Green Light green kurta in a simple, elegant design with a mandarin collar kurta desi, kurta, mandarin collar, green, elegant, ethnic","mandarin collar kurta - green light green kurta in a simple, elegant design with a mandarin collar desi, kurta, mandarin collar, green, elegant, ethnic category: kurta premium luxury"
89,Oxidized Silver Jhumkas,Large oxidized silver jhumka earrings with intricate dome design,1699,https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?q=80&w=600,jhumkas,"desi, jhumka, oxidized silver, earrings, traditional, ethnic",4.7,140,"Oxidized Silver Jhumkas Large oxidized silver jhumka earrings with intricate dome design jhumkas desi, jhumka, oxidized silver, earrings, traditional, ethnic","oxidized silver jhumkas large oxidized silver jhumka earrings with intricate dome design desi, jhumka, oxidized silver, earrings, traditional, ethnic category: jhumkas mid-range"
90,Embellished Heels,Pointed toe heels with a pointed toe and rhinestone embellishments,5999,https://images.unsplash.com/photo-1549298916-b41d501d3772?q=80&w=600,shoes,"office siren, pumps, rhinestone, formal, sleek, professional",4.9,105,"Embellished Heels Pointed toe heels with a pointed toe and rhinestone embellishments shoes office siren, pumps, rhinestone, formal, sleek, professional","embellished heels pointed toe heels with a pointed toe and rhinestone embellishments office siren, pumps, rhinestone, formal, sleek, professional category: shoes premium luxury"
91,Minimalist Leather Handbag,"A small, structured leather handbag in black with a gold chain strap",4599,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?q=80&w=600,bags,"office siren, handbag, black leather, structured, minimalist, professional",4.8,130,"Minimalist Leather Handbag A small, structured leather handbag in black with a gold chain strap bags office siren, handbag, black leather, structured, minimalist, professional","minimalist leather handbag a small, structured leather handbag in black with a gold chain strap office siren, handbag, black leather, structured, minimalist, professional category: bags premium luxury"
92,Geometric Sunglasses,Modern geometric-shaped sunglasses with a thin metal frame,1899,https://images.unsplash.com/photo-1511499767150-a48a237f0083?q=80&w=600,sunglasses,"streetwear, geometric, modern, minimalist, urban",4.3,210,"Geometric Sunglasses Modern geometric-shaped sunglasses with a thin metal frame sunglasses streetwear, geometric, modern, minimalist, urban","geometric sunglasses modern geometric-shaped sunglasses with a thin metal frame streetwear, geometric, modern, minimalist, urban category: sunglasses mid-range"
93,Crystal Studded Bangle,A wide bangle with intricate crystal studs and a silver finish,2299,https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?q=80&w=600,bangles,"desi, crystal, bangle, silver, traditional, ethnic",4.6,75,"Crystal Studded Bangle A wide bangle with intricate crystal studs and a silver finish bangles desi, crystal, bangle, silver, traditional, ethnic","crystal studded bangle a wide bangle with intricate crystal studs and a silver finish desi, crystal, bangle, silver, traditional, ethnic category: bangles mid-range"
94,Boho Maxi Dress,A flowing maxi dress with bohemian patterns and a loose fit,5299,https://images.unsplash.com/photo-1595777457583-95e059d581b8?q=80&w=600,dresses,"boho chic, maxi dress, flowing, bohemian, patterns, relaxed",4.7,280,"Boho Maxi Dress A flowing maxi dress with bohemian patterns and a loose fit dresses boho chic, maxi dress, flowing, bohemian, patterns, relaxed","boho maxi dress a flowing maxi dress with bohemian patterns and a loose fit boho chic, maxi dress, flowing, bohemian, patterns, relaxed category: dresses premium luxury"
95,Distressed Denim Jacket,Oversized denim jacket with light distressing and faded wash,4599,https://images.unsplash.com/photo-1551537482-f2075a1d41f2?q=80&w=600,jackets,"streetwear, denim jacket, distressed, oversized, urban",4.5,160,"Distressed Denim Jacket Oversized denim jacket with light distressing and faded wash jackets streetwear, denim jacket, distressed, oversized, urban","distressed denim jacket oversized denim jacket with light distressing and faded wash streetwear, denim jacket, distressed, oversized, urban category: jackets premium luxury"
96,Simple Diamond Stud Earrings,"Small, elegant diamond stud earrings in a classic four-prong setting",8999,https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?q=80&w=600,earrings,"office siren, diamond studs, elegant, professional, minimalist",5.0,90,"Simple Diamond Stud Earrings Small, elegant diamond stud earrings in a classic four-prong setting earrings office siren, diamond studs, elegant, professional, minimalist","simple diamond stud earrings small, elegant diamond stud earrings in a classic four-prong setting office siren, diamond studs, elegant, professional, minimalist category: earrings premium luxury"
97,Embroidered Ankle Boots,Ankle boots with intricate embroidery and a low heel,3899,https://images.unsplash.com/photo-1576566588028-4147f3842f27?q=80&w=600,boots,"boho chic, ankle boots, embroidered, bohemian, ethnic",4.4,120,"Embroidered Ankle Boots Ankle boots with intricate embroidery and a low heel boots boho chic, ankle boots, embroidered, bohemian, ethnic","embroidered ankle boots ankle boots with intricate embroidery and a low heel boho chic, ankle boots, embroidered, bohemian, ethnic category: boots premium luxury"
98,Silver Charm Bracelet,A silver bracelet with multiple small charms and pendants,1499,https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?q=80&w=600,bracelets,"boho chic, silver, charm bracelet, bohemian, accessories",4.5,65,"Silver Charm Bracelet A silver bracelet with multiple small charms and pendants bracelets boho chic, silver, charm bracelet, bohemian, accessories","silver charm bracelet a silver bracelet with multiple small charms and pendants boho chic, silver, charm bracelet, bohemian, accessories category: bracelets mid-range"
99,Oversized Button-Down Shirt,"A crisp, oversized button-down shirt in a light blue shade",3199,https://images.unsplash.com/photo-1596755094514-f87e34085b2c?q=80&w=600,shirts,"office siren, oversized, button-down, professional, clean",4.7,150,"Oversized Button-Down Shirt A crisp, oversized button-down shirt in a light blue shade shirts office siren, oversized, button-down, professional, clean","oversized button-down shirt a crisp, oversized button-down shirt in a light blue shade office siren, oversized, button-down, professional, clean category: shirts premium luxury"
100,Tapered Cotton Trousers - Beige,"Lightweight tapered cotton trousers in beige, perfect for a smart casual look",3599,https://images.unsplash.com/photo-1594633312681-ca4c3e4e6a2f?q=80&w=600,pants,"office siren, tailored, trousers, beige, smart casual",4.6,180,"Tapered Cotton Trousers - Beige Lightweight tapered cotton trousers in beige, perfect for a smart casual look pants office siren, tailored, trousers, beige, smart casual","tapered cotton trousers - beige lightweight tapered cotton trousers in beige, perfect for a smart casual look office siren, tailored, trousers, beige, smart casual category: pants premium luxury"
